Time,LSensor,RSensor,NLSensor,NRSensor,LSpeed,RSpeed,
16.528, 313, 147, 537, 0, 0, 60,
16.528, 325, 158, 620, 0, 0, 60,
16.528, 333, 158, 675, 0, 0, 60,
16.562, 337, 158, 703, 0, 0, 60,
16.562, 339, 160, 717, 0, 0, 60,
16.562, 336, 164, 696, 0, 0, 60,
16.562, 337, 166, 703, 0, 0, 60,
16.562, 338, 167, 710, 0, 0, 60,
16.562, 342, 166, 737, 0, 0, 60,
16.595, 345, 167, 758, 0, 0, 60,
16.595, 336, 165, 696, 0, 0, 60,
16.595, 332, 160, 668, 0, 0, 60,
16.595, 334, 158, 682, 0, 0, 60,
16.595, 334, 154, 682, 0, 0, 60,
16.595, 343, 157, 744, 0, 0, 60,
16.628, 349, 160, 786, 0, 0, 60,
16.628, 346, 162, 765, 0, 0, 60,
16.628, 348, 167, 779, 0, 0, 60,
16.628, 352, 173, 806, 0, 0, 60,
16.628, 345, 174, 758, 0, 0, 60,
16.628, 334, 174, 682, 0, 0, 60,
16.628, 331, 180, 662, 0, 0, 60,
16.661, 337, 184, 703, 25, 0, 60,
16.661, 347, 186, 772, 37, 0, 60,
16.661, 346, 186, 765, 37, 0, 60,
16.661, 336, 187, 696, 43, 0, 60,
16.661, 329, 183, 648, 18, 0, 60,
16.661, 331, 179, 662, 0, 0, 60,
16.694, 336, 181, 696, 6, 0, 60,
16.694, 336, 184, 696, 25, 0, 60,
16.694, 331, 189, 662, 56, 0, 60,
16.694, 327, 189, 634, 56, 0, 60,
16.694, 326, 194, 627, 87, 0, 60,
16.694, 326, 199, 627, 118, 0, 60,
16.727, 330, 206, 655, 162, 30, 30,
16.727, 332, 208, 668, 175, 30, 30,
16.727, 346, 225, 765, 281, 30, 30,
16.727, 338, 227, 710, 293, 30, 30,
16.727, 328, 220, 641, 250, 30, 30,
16.727, 318, 209, 572, 181, 30, 30,
16.761, 319, 208, 579, 175, 30, 30,
16.761, 317, 208, 565, 175, 30, 30,
16.761, 317, 209, 565, 181, 30, 30,
16.761, 314, 209, 544, 181, 30, 30,
16.761, 306, 208, 489, 175, 30, 30,
16.761, 305, 207, 482, 168, 30, 30,
16.794, 304, 206, 475, 162, 30, 30,
16.794, 306, 208, 489, 175, 30, 30,
16.794, 309, 208, 510, 175, 30, 30,
16.794, 310, 206, 517, 162, 30, 30,
16.794, 308, 208, 503, 175, 30, 30,
16.794, 306, 209, 489, 181, 30, 30,
16.827, 305, 207, 482, 168, 30, 30,
16.827, 308, 208, 503, 175, 30, 30,
16.827, 313, 209, 537, 181, 30, 30,
16.827, 315, 210, 551, 187, 30, 30,
16.827, 312, 211, 531, 193, 30, 30,
16.827, 306, 214, 489, 212, 30, 30,
16.860, 310, 216, 517, 225, 30, 30,
16.860, 318, 215, 572, 218, 30, 30,
16.860, 322, 213, 600, 206, 30, 30,
16.860, 314, 210, 544, 187, 30, 30,
16.860, 315, 205, 551, 156, 30, 30,
16.860, 316, 203, 558, 143, 30, 30,
16.893, 316, 203, 558, 143, 30, 30,
16.893, 315, 204, 551, 150, 30, 30,
16.893, 321, 203, 593, 143, 30, 30,
16.893, 326, 202, 627, 137, 30, 30,
16.893, 333, 201, 675, 131, 30, 30,
16.893, 334, 197, 682, 106, 30, 30,
16.926, 328, 198, 641, 112, 30, 30,
16.926, 328, 196, 641, 100, 30, 30,
16.926, 330, 195, 655, 93, 0, 60,
16.926, 333, 194, 675, 87, 0, 60,
16.926, 333, 192, 675, 75, 0, 60,
16.926, 333, 192, 675, 75, 0, 60,
16.926, 335, 191, 689, 68, 0, 60,
16.960, 337, 191, 703, 68, 0, 60,
16.960, 337, 190, 703, 62, 0, 60,
16.960, 334, 193, 682, 81, 0, 60,
16.960, 331, 191, 662, 68, 0, 60,
16.960, 328, 189, 641, 56, 0, 60,
16.960, 325, 186, 620, 37, 0, 60,
16.993, 330, 185, 655, 31, 0, 60,
16.993, 331, 184, 662, 25, 0, 60,
16.993, 326, 182, 627, 12, 0, 60,
16.993, 320, 180, 586, 0, 0, 60,
16.993, 316, 186, 558, 37, 0, 60,
16.993, 315, 189, 551, 56, 0, 60,
16.993, 314, 194, 544, 87, 0, 60,
17.026, 314, 193, 544, 81, 0, 60,
17.026, 316, 195, 558, 93, 30, 30,
17.026, 313, 199, 537, 118, 30, 30,
17.026, 306, 205, 489, 156, 30, 30,
17.026, 306, 210, 489, 187, 30, 30,
17.026, 311, 211, 524, 193, 30, 30,
17.059, 313, 211, 537, 193, 30, 30,
17.059, 310, 210, 517, 187, 30, 30,
17.059, 306, 209, 489, 181, 30, 30,
17.059, 304, 209, 475, 181, 30, 30,
17.059, 305, 212, 482, 200, 30, 30,
17.059, 305, 208, 482, 175, 30, 30,
17.092, 300, 208, 448, 175, 30, 30,
17.092, 299, 208, 441, 175, 30, 30,
17.092, 298, 208, 434, 175, 30, 30,
17.092, 295, 206, 413, 162, 30, 30,
17.092, 298, 205, 434, 156, 30, 30,
17.092, 306, 203, 489, 143, 30, 30,
17.125, 306, 201, 489, 131, 30, 30,
17.125, 299, 201, 441, 131, 30, 30,
17.125, 303, 197, 468, 106, 30, 30,
17.125, 306, 193, 489, 81, 30, 30,
17.125, 306, 192, 489, 75, 30, 30,
17.125, 308, 194, 503, 87, 30, 30,
17.159, 308, 195, 503, 93, 30, 30,
17.159, 307, 195, 496, 93, 30, 30,
17.159, 309, 195, 510, 93, 30, 30,
17.159, 311, 191, 524, 68, 30, 30,
17.159, 316, 189, 558, 56, 30, 30,
17.159, 318, 187, 572, 43, 30, 30,
17.192, 317, 184, 565, 25, 30, 30,
17.192, 318, 181, 572, 6, 30, 30,
17.192, 323, 182, 606, 12, 30, 30,
17.192, 324, 183, 613, 18, 30, 30,
17.192, 321, 185, 593, 31, 30, 30,
17.192, 323, 185, 606, 31, 30, 30,
17.225, 324, 186, 613, 37, 30, 30,
17.225, 328, 183, 641, 18, 30, 30,
17.225, 331, 181, 662, 6, 30, 30,
17.225, 329, 177, 648, 0, 0, 60,
17.225, 329, 174, 648, 0, 0, 60,
17.225, 333, 172, 675, 0, 0, 60,
17.258, 336, 170, 696, 0, 0, 60,
17.258, 336, 168, 696, 0, 0, 60,
17.258, 342, 168, 737, 0, 0, 60,
17.258, 343, 169, 744, 0, 0, 60,
17.258, 343, 166, 744, 0, 0, 60,
17.258, 342, 164, 737, 0, 0, 60,
17.291, 346, 169, 765, 0, 0, 60,
17.291, 368, 174, 917, 0, 0, 60,
17.291, 350, 174, 793, 0, 0, 60,
17.291, 336, 163, 696, 0, 0, 60,
17.291, 336, 159, 696, 0, 0, 60,
17.291, 344, 160, 751, 0, 0, 60,
17.324, 352, 167, 806, 0, 0, 60,
17.324, 350, 169, 793, 0, 0, 60,
17.324, 348, 181, 779, 6, 0, 60,
17.324, 361, 197, 868, 106, 0, 60,
17.324, 354, 191, 820, 68, 0, 60,
17.324, 345, 187, 758, 43, 0, 60,
17.324, 345, 185, 758, 31, 0, 60,
17.358, 341, 186, 731, 37, 0, 60,
17.358, 342, 188, 737, 50, 0, 60,
17.358, 336, 189, 696, 56, 0, 60,
17.358, 331, 189, 662, 56, 0, 60,
17.358, 331, 185, 662, 31, 0, 60,
17.358, 340, 187, 724, 43, 0, 60,
17.391, 346, 192, 765, 75, 0, 60,
17.391, 343, 193, 744, 81, 0, 60,
17.391, 336, 194, 696, 87, 0, 60,
17.391, 324, 198, 613, 112, 0, 60,
17.391, 322, 203, 600, 143, 0, 60,
17.391, 322, 207, 600, 168, 0, 60,
17.424, 321, 210, 593, 187, 0, 60,
17.424, 315, 214, 551, 212, 0, 60,
17.424, 308, 213, 503, 206, 0, 60,
17.424, 299, 213, 441, 206, 0, 60,
17.424, 297, 214, 427, 212, 30, 30,
17.424, 298, 221, 434, 256, 30, 30,
17.424, 293, 224, 400, 275, 30, 30,
17.457, 287, 230, 358, 312, 30, 30,
17.457, 283, 233, 331, 331, 30, 30,
17.457, 282, 233, 324, 331, 30, 30,
17.457, 281, 232, 317, 325, 30, 30,
17.457, 279, 230, 303, 312, 30, 30,
17.457, 272, 229, 255, 306, 30, 30,
17.490, 261, 222, 179, 262, 30, 30,
17.490, 260, 221, 172, 256, 30, 30,
17.490, 262, 224, 186, 275, 30, 30,
17.490, 261, 227, 179, 293, 30, 30,
17.490, 257, 228, 151, 300, 30, 30,
17.490, 258, 226, 158, 287, 30, 30,
17.523, 258, 229, 158, 306, 30, 30,
17.523, 257, 229, 151, 306, 30, 30,
17.523, 258, 229, 158, 306, 30, 30,
17.523, 260, 229, 172, 306, 30, 30,
17.523, 262, 232, 186, 325, 30, 30,
17.523, 263, 235, 193, 343, 30, 30,
17.557, 263, 238, 193, 362, 30, 30,
17.557, 267, 242, 220, 387, 30, 30,
17.557, 268, 243, 227, 393, 30, 30,
17.557, 269, 242, 234, 387, 30, 30,
17.557, 269, 239, 234, 368, 30, 30,
17.557, 270, 239, 241, 368, 30, 30,
17.590, 270, 238, 241, 362, 30, 30,
17.590, 272, 238, 255, 362, 30, 30,
17.590, 272, 236, 255, 350, 30, 30,
17.590, 272, 235, 255, 343, 30, 30,
17.590, 271, 237, 248, 356, 30, 30,
17.590, 272, 236, 255, 350, 30, 30,
17.623, 276, 232, 282, 325, 30, 30,
17.623, 278, 229, 296, 306, 30, 30,
17.623, 279, 228, 303, 300, 30, 30,
17.623, 280, 227, 310, 293, 30, 30,
17.623, 278, 228, 296, 300, 30, 30,
17.623, 277, 227, 289, 293, 30, 30,
17.656, 278, 225, 296, 281, 30, 30,
17.656, 278, 224, 296, 275, 30, 30,
17.656, 277, 222, 289, 262, 30, 30,
17.656, 279, 224, 303, 275, 30, 30,
17.656, 279, 223, 303, 268, 30, 30,
17.656, 279, 220, 303, 250, 30, 30,
17.656, 281, 217, 317, 231, 30, 30,
17.689, 286, 216, 351, 225, 30, 30,
17.689, 289, 216, 372, 225, 30, 30,
17.689, 289, 214, 372, 212, 30, 30,
17.689, 289, 215, 372, 218, 30, 30,
17.689, 294, 215, 406, 218, 30, 30,
17.689, 298, 213, 434, 206, 30, 30,
17.722, 301, 213, 455, 206, 30, 30,
17.722, 305, 211, 482, 193, 30, 30,
17.722, 308, 209, 503, 181, 30, 30,
17.722, 310, 206, 517, 162, 30, 30,
17.722, 314, 201, 544, 131, 30, 30,
17.722, 318, 201, 572, 131, 0, 60,
17.755, 321, 200, 593, 125, 0, 60,
17.755, 326, 200, 627, 125, 0, 60,
17.755, 328, 200, 641, 125, 0, 60,
17.755, 326, 200, 627, 125, 0, 60,
17.755, 328, 199, 641, 118, 0, 60,
17.755, 331, 198, 662, 112, 0, 60,
17.789, 331, 196, 662, 100, 0, 60,
17.789, 332, 191, 668, 68, 0, 60,
17.789, 332, 186, 668, 37, 0, 60,
17.789, 332, 183, 668, 18, 0, 60,
17.789, 335, 181, 689, 6, 0, 60,
17.789, 337, 184, 703, 25, 0, 60,
17.822, 332, 186, 668, 37, 0, 60,
17.822, 347, 197, 772, 106, 0, 60,
17.822, 349, 200, 786, 125, 0, 60,
17.822, 350, 203, 793, 143, 0, 60,
17.822, 348, 204, 779, 150, 0, 60,
17.822, 347, 205, 772, 156, 0, 60,
17.855, 351, 207, 800, 168, 0, 60,
17.855, 355, 207, 827, 168, 0, 60,
17.855, 353, 205, 813, 156, 0, 60,
17.855, 351, 202, 800, 137, 0, 60,
17.855, 350, 204, 793, 150, 0, 60,
17.855, 345, 205, 758, 156, 0, 60,
17.888, 337, 207, 703, 168, 0, 60,
17.888, 332, 204, 668, 150, 0, 60,
17.888, 327, 203, 634, 143, 0, 60,
17.888, 328, 202, 641, 137, 0, 60,
17.888, 334, 204, 682, 150, 0, 60,
17.888, 346, 220, 765, 250, 0, 60,
17.921, 338, 220, 710, 250, 0, 60,
17.921, 328, 217, 641, 231, 0, 60,
17.921, 323, 216, 606, 225, 0, 60,
17.921, 319, 213, 579, 206, 0, 60,
17.921, 317, 211, 565, 193, 0, 60,
17.921, 315, 210, 551, 187, 0, 60,
17.954, 310, 209, 517, 181, 0, 60,
17.954, 305, 209, 482, 181, 30, 30,
17.954, 300, 214, 448, 212, 30, 30,
17.954, 294, 216, 406, 225, 30, 30,
17.954, 292, 219, 393, 243, 30, 30,
17.954, 303, 232, 468, 325, 30, 30,
17.987, 295, 230, 413, 312, 30, 30,
17.987, 290, 228, 379, 300, 30, 30,
17.987, 286, 232, 351, 325, 30, 30,
17.987, 284, 230, 337, 312, 30, 30,
17.987, 280, 229, 310, 306, 30, 30,
17.987, 278, 231, 296, 318, 30, 30,
18.021, 276, 231, 282, 318, 30, 30,
18.021, 277, 230, 289, 312, 30, 30,
18.021, 275, 230, 275, 312, 30, 30,
18.021, 274, 228, 268, 300, 30, 30,
18.021, 271, 226, 248, 287, 30, 30,
18.021, 271, 225, 248, 281, 30, 30,
18.021, 276, 227, 282, 293, 30, 30,
18.054, 272, 224, 255, 275, 30, 30,
18.054, 269, 222, 234, 262, 30, 30,
18.054, 273, 221, 262, 256, 30, 30,
18.054, 280, 220, 310, 250, 30, 30,
18.054, 280, 217, 310, 231, 30, 30,
18.054, 283, 216, 331, 225, 30, 30,
18.087, 285, 212, 344, 200, 30, 30,
18.087, 287, 211, 358, 193, 30, 30,
18.087, 291, 209, 386, 181, 30, 30,
18.087, 290, 201, 379, 131, 30, 30,
18.087, 294, 199, 406, 118, 30, 30,
18.087, 297, 200, 427, 125, 30, 30,
18.120, 298, 199, 434, 118, 30, 30,
18.120, 298, 196, 434, 100, 30, 30,
18.120, 300, 194, 448, 87, 30, 30,
18.120, 300, 196, 448, 100, 30, 30,
18.120, 302, 193, 462, 81, 30, 30,
18.120, 301, 193, 455, 81, 30, 30,
18.153, 306, 193, 489, 81, 30, 30,
18.153, 308, 192, 503, 75, 30, 30,
18.153, 309, 190, 510, 62, 0, 60,
18.153, 311, 194, 524, 87, 0, 60,
18.153, 312, 193, 531, 81, 0, 60,
18.153, 308, 194, 503, 87, 0, 60,
18.153, 311, 193, 524, 81, 0, 60,
18.186, 325, 190, 620, 62, 0, 60,
18.186, 332, 189, 668, 56, 0, 60,
18.186, 331, 191, 662, 68, 0, 60,
18.186, 326, 190, 627, 62, 0, 60,
18.186, 326, 186, 627, 37, 0, 60,
18.186, 328, 189, 641, 56, 0, 60,
18.219, 323, 189, 606, 56, 0, 60,
18.219, 314, 180, 544, 0, 0, 60,
18.219, 316, 181, 558, 6, 0, 60,
18.219, 316, 180, 558, 0, 0, 60,
18.219, 316, 182, 558, 12, 0, 60,
18.219, 310, 185, 517, 31, 0, 60,
18.253, 305, 191, 482, 68, 0, 60,
18.253, 304, 195, 475, 93, 0, 60,
18.253, 302, 197, 462, 106, 30, 30,
18.253, 299, 197, 441, 106, 30, 30,
18.253, 299, 201, 441, 131, 30, 30,
18.253, 294, 204, 406, 150, 30, 30,
18.286, 286, 202, 351, 137, 30, 30,
18.286, 280, 200, 310, 125, 30, 30,
18.286, 279, 200, 303, 125, 30, 30,
18.286, 282, 205, 324, 156, 30, 30,
18.286, 286, 206, 351, 162, 30, 30,
18.286, 288, 210, 365, 187, 30, 30,
18.319, 299, 222, 441, 262, 30, 30,
18.319, 292, 218, 393, 237, 30, 30,
18.319, 291, 225, 386, 281, 30, 30,
18.319, 294, 235, 406, 343, 30, 30,
18.319, 293, 237, 400, 356, 30, 30,
18.319, 297, 238, 427, 362, 30, 30,
18.352, 299, 237, 441, 356, 30, 30,
18.352, 292, 227, 393, 293, 30, 30,
18.352, 284, 219, 337, 243, 30, 30,
18.352, 282, 221, 324, 256, 30, 30,
18.352, 294, 231, 406, 318, 30, 30,
18.352, 288, 222, 365, 262, 30, 30,
18.385, 278, 208, 296, 175, 30, 30,
18.385, 284, 207, 337, 168, 30, 30,
18.385, 287, 207, 358, 168, 30, 30,
18.385, 288, 207, 365, 168, 30, 30,
18.385, 289, 211, 372, 193, 30, 30,
18.385, 290, 210, 379, 187, 30, 30,
18.385, 290, 203, 379, 143, 30, 30,
18.418, 291, 199, 386, 118, 30, 30,
18.418, 294, 199, 406, 118, 30, 30,
18.418, 298, 202, 434, 137, 30, 30,
18.418, 301, 202, 455, 137, 30, 30,
18.418, 307, 196, 496, 100, 30, 30,
18.418, 315, 190, 551, 62, 30, 30,
18.451, 315, 187, 551, 43, 30, 30,
18.451, 307, 184, 496, 25, 30, 30,
18.451, 300, 184, 448, 25, 30, 30,
18.451, 309, 187, 510, 43, 0, 60,
18.451, 317, 187, 565, 43, 0, 60,
18.451, 318, 185, 572, 31, 0, 60,
18.485, 319, 183, 579, 18, 0, 60,
18.485, 317, 179, 565, 0, 0, 60,
18.485, 316, 174, 558, 0, 0, 60,
18.485, 321, 176, 593, 0, 0, 60,
18.485, 325, 184, 620, 25, 0, 60,
18.485, 320, 191, 586, 68, 0, 60,
18.518, 319, 194, 579, 87, 0, 60,
18.518, 317, 195, 565, 93, 0, 60,
18.518, 314, 191, 544, 68, 0, 60,
18.518, 313, 196, 537, 100, 0, 60,
18.518, 312, 200, 531, 125, 0, 60,
18.518, 314, 197, 544, 106, 0, 60,
18.551, 313, 200, 537, 125, 0, 60,
18.551, 312, 202, 531, 137, 0, 60,
18.551, 312, 208, 531, 175, 0, 60,
18.551, 312, 211, 531, 193, 0, 60,
18.551, 310, 212, 517, 200, 30, 30,
18.551, 306, 211, 489, 193, 30, 30,
18.584, 299, 208, 441, 175, 30, 30,
18.584, 297, 212, 427, 200, 30, 30,
18.584, 296, 213, 420, 206, 30, 30,
18.584, 295, 216, 413, 225, 30, 30,
18.584, 296, 218, 420, 237, 30, 30,
18.584, 290, 213, 379, 206, 30, 30,
18.617, 288, 213, 365, 206, 30, 30,
18.617, 287, 211, 358, 193, 30, 30,
18.617, 285, 212, 344, 200, 30, 30,
18.617, 283, 210, 331, 187, 30, 30,
18.617, 282, 206, 324, 162, 30, 30,
18.617, 282, 202, 324, 137, 30, 30,
18.650, 280, 200, 310, 125, 30, 30,
18.650, 281, 202, 317, 137, 30, 30,
18.650, 279, 203, 303, 143, 30, 30,
18.650, 282, 204, 324, 150, 30, 30,
18.650, 284, 203, 337, 143, 30, 30,
18.650, 284, 205, 337, 156, 30, 30,
18.684, 287, 204, 358, 150, 30, 30,
18.684, 290, 198, 379, 112, 30, 30,
18.684, 288, 194, 365, 87, 30, 30,
18.684, 286, 191, 351, 68, 30, 30,
18.684, 284, 192, 337, 75, 30, 30,
18.684, 284, 189, 337, 56, 30, 30,
18.684, 287, 187, 358, 43, 30, 30,
18.717, 292, 187, 393, 43, 30, 30,
18.717, 295, 191, 413, 68, 30, 30,
18.717, 297, 194, 427, 87, 30, 30,
18.717, 299, 192, 441, 75, 30, 30,
18.717, 297, 187, 427, 43, 30, 30,
18.717, 295, 183, 413, 18, 30, 30,
18.750, 295, 180, 413, 0, 30, 30,
18.750, 295, 178, 413, 0, 30, 30,
18.750, 302, 174, 462, 0, 30, 30,
18.750, 313, 169, 537, 0, 30, 30,
18.750, 314, 163, 544, 0, 30, 30,
18.750, 305, 155, 482, 0, 0, 60,
18.750, 304, 154, 475, 0, 0, 60,
18.783, 310, 156, 517, 0, 0, 60,
18.783, 317, 157, 565, 0, 0, 60,
18.783, 318, 162, 572, 0, 0, 60,
18.783, 317, 165, 565, 0, 0, 60,
18.783, 314, 166, 544, 0, 0, 60,
18.783, 309, 165, 510, 0, 0, 60,
18.816, 307, 165, 496, 0, 0, 60,
18.816, 312, 168, 531, 0, 0, 60,
18.816, 316, 169, 558, 0, 0, 60,
18.816, 325, 177, 620, 0, 0, 60,
18.816, 326, 185, 627, 31, 0, 60,
18.816, 321, 185, 593, 31, 0, 60,
18.849, 332, 202, 668, 137, 0, 60,
18.849, 319, 200, 579, 125, 0, 60,
18.849, 319, 201, 579, 131, 0, 60,
18.849, 317, 203, 565, 143, 0, 60,
18.849, 319, 210, 579, 187, 0, 60,
18.849, 315, 203, 551, 143, 30, 30,
18.882, 308, 199, 503, 118, 30, 30,
18.882, 310, 207, 517, 168, 30, 30,
18.882, 314, 212, 544, 200, 30, 30,
18.882, 321, 217, 593, 231, 30, 30,
18.882, 301, 211, 455, 193, 30, 30,
18.882, 297, 217, 427, 231, 30, 30,
18.916, 302, 219, 462, 243, 30, 30,
18.916, 297, 216, 427, 225, 30, 30,
18.916, 297, 211, 427, 193, 30, 30,
18.916, 296, 208, 420, 175, 30, 30,
18.916, 300, 211, 448, 193, 30, 30,
18.916, 304, 213, 475, 206, 30, 30,
18.949, 302, 211, 462, 193, 30, 30,
18.949, 303, 210, 468, 187, 30, 30,
18.949, 307, 210, 496, 187, 30, 30,
18.949, 323, 222, 606, 262, 30, 30,
18.949, 339, 241, 717, 381, 30, 30,
18.949, 324, 215, 613, 218, 30, 30,
18.982, 322, 214, 600, 212, 30, 30,
18.982, 310, 197, 517, 106, 30, 30,
18.982, 298, 169, 434, 0, 30, 30,
18.982, 307, 170, 496, 0, 30, 30,
18.982, 302, 164, 462, 0, 30, 30,
18.982, 290, 159, 379, 0, 30, 30,
19.015, 291, 158, 386, 0, 30, 30,
19.015, 300, 155, 448, 0, 30, 30,
19.015, 300, 150, 448, 0, 30, 30,
19.015, 299, 145, 441, 0, 30, 30,
19.015, 300, 138, 448, 0, 30, 30,
19.015, 302, 134, 462, 0, 30, 30,
19.048, 303, 132, 468, 0, 30, 30,
19.048, 308, 131, 503, 0, 30, 30,
19.048, 309, 130, 510, 0, 30, 30,
19.048, 309, 129, 510, 0, 30, 30,
19.048, 310, 131, 517, 0, 30, 30,
19.048, 314, 131, 544, 0, 30, 30,
19.048, 316, 131, 558, 0, 30, 30,
19.081, 316, 130, 558, 0, 0, 60,
19.081, 319, 130, 579, 0, 0, 60,
19.081, 320, 130, 586, 0, 0, 60,
19.081, 324, 127, 613, 0, 0, 60,
19.081, 331, 125, 662, 0, 0, 60,
19.115, 328, 122, 641, 0, 0, 60,
19.115, 325, 125, 620, 0, 0, 60,
19.115, 328, 127, 641, 0, 0, 60,
19.115, 333, 128, 675, 0, 0, 60,
19.115, 339, 128, 717, 0, 0, 60,
19.115, 345, 122, 758, 0, 0, 60,
19.115, 375, 167, 965, 0, 0, 60,
19.148, 382, 169, 1000, 0, 0, 60,
19.148, 380, 173, 1000, 0, 0, 60,
19.148, 370, 178, 931, 0, 0, 60,
19.148, 366, 177, 903, 0, 0, 60,
19.148, 385, 177, 1000, 0, 0, 60,
19.148, 389, 174, 1000, 0, 0, 60,
19.181, 378, 165, 986, 0, 0, 60,
19.181, 361, 163, 868, 0, 0, 60,
19.181, 359, 166, 855, 0, 0, 60,
19.181, 364, 168, 889, 0, 0, 60,
19.181, 364, 170, 889, 0, 0, 60,
19.181, 363, 172, 882, 0, 0, 60,
19.181, 365, 173, 896, 0, 0, 60,
19.214, 367, 170, 910, 0, 0, 60,
19.214, 364, 169, 889, 0, 0, 60,
19.214, 360, 168, 862, 0, 0, 60,
19.214, 363, 170, 882, 0, 0, 60,
19.214, 361, 175, 868, 0, 0, 60,
19.214, 350, 166, 793, 0, 0, 60,
19.247, 348, 156, 779, 0, 0, 60,
19.247, 350, 158, 793, 0, 0, 60,
19.247, 355, 159, 827, 0, 0, 60,
19.247, 354, 160, 820, 0, 0, 60,
19.247, 352, 165, 806, 0, 0, 60,
19.247, 356, 175, 834, 0, 0, 60,
19.280, 354, 178, 820, 0, 0, 60,
19.280, 354, 178, 820, 0, 30, 30,
19.280, 352, 176, 806, 0, 30, 30,
19.280, 354, 176, 820, 0, 30, 30,
19.280, 355, 178, 827, 0, 30, 30,
19.280, 352, 173, 806, 0, 30, 30,
19.314, 352, 169, 806, 0, 30, 30,
19.314, 354, 168, 820, 0, 30, 30,
19.314, 358, 171, 848, 0, 30, 30,
19.314, 353, 168, 813, 0, 30, 30,
19.314, 355, 170, 827, 0, 30, 30,
19.314, 357, 172, 841, 0, 30, 30,
19.347, 356, 175, 834, 0, 30, 30,
19.347, 355, 175, 827, 0, 30, 30,
19.347, 351, 171, 800, 0, 30, 30,
19.347, 360, 183, 862, 18, 30, 30,
19.347, 404, 224, 1000, 275, 30, 30,
19.347, 396, 225, 1000, 281, 30, 30,
19.380, 374, 216, 958, 225, 30, 30,
19.380, 368, 206, 917, 162, 30, 30,
19.380, 373, 209, 951, 181, 30, 30,
19.380, 366, 197, 903, 106, 30, 30,
19.380, 366, 195, 903, 93, 30, 30,
19.380, 360, 188, 862, 50, 30, 30,
19.380, 362, 187, 875, 43, 30, 30,
19.413, 363, 191, 882, 68, 30, 30,
19.413, 367, 200, 910, 125, 30, 30,
19.413, 372, 206, 944, 162, 30, 30,
19.413, 361, 205, 868, 156, 30, 30,
19.413, 361, 210, 868, 187, 30, 30,
19.413, 353, 208, 813, 175, 30, 30,
19.446, 336, 197, 696, 106, 30, 30,
19.446, 326, 194, 627, 87, 30, 30,
19.446, 320, 192, 586, 75, 30, 30,
19.446, 314, 188, 544, 50, 30, 30,
19.446, 312, 192, 531, 75, 30, 30,
19.446, 310, 196, 517, 100, 30, 30,
19.479, 312, 199, 531, 118, 30, 30,
19.479, 306, 196, 489, 100, 30, 30,
19.479, 303, 201, 468, 131, 30, 30,
19.479, 296, 195, 420, 93, 30, 30,
19.479, 299, 206, 441, 162, 30, 30,
19.479, 297, 208, 427, 175, 30, 30,
19.512, 262, 174, 186, 0, 30, 30,
19.512, 256, 173, 144, 0, 30, 30,
19.512, 247, 171, 82, 0, 30, 30,
19.512, 239, 169, 27, 0, 30, 30,
19.512, 235, 169, 0, 0, 30, 30,
19.512, 233, 170, 0, 0, 30, 30,
19.546, 229, 169, 0, 0, 30, 30,
19.546, 226, 172, 0, 0, 30, 30,
19.546, 224, 172, 0, 0, 30, 30,
19.546, 224, 173, 0, 0, 30, 30,
19.546, 224, 171, 0, 0, 30, 30,
19.546, 225, 171, 0, 0, 30, 30,
19.579, 227, 172, 0, 0, 30, 30,
19.579, 230, 176, 0, 0, 30, 30,
19.579, 230, 179, 0, 0, 30, 30,
19.579, 230, 182, 0, 12, 30, 30,
19.579, 229, 185, 0, 31, 30, 30,
19.579, 231, 190, 0, 62, 30, 30,
19.579, 234, 194, 0, 87, 30, 30,
19.612, 236, 197, 6, 106, 30, 30,
19.612, 238, 200, 20, 125, 30, 30,
19.612, 243, 199, 55, 118, 30, 30,
19.612, 244, 198, 62, 112, 30, 30,
19.612, 245, 198, 68, 112, 30, 30,
19.612, 241, 196, 41, 100, 30, 30,
19.645, 239, 194, 27, 87, 30, 30,
19.645, 238, 193, 20, 81, 30, 30,
19.645, 241, 192, 41, 75, 30, 30,
19.645, 240, 189, 34, 56, 30, 30,
19.645, 243, 185, 55, 31, 30, 30,
19.645, 243, 180, 55, 0, 30, 30,
19.678, 247, 178, 82, 0, 30, 30,
19.678, 253, 189, 124, 56, 30, 30,
19.678, 253, 196, 124, 100, 30, 30,
19.678, 249, 205, 96, 156, 60, 0,
19.678, 246, 207, 75, 168, 60, 0,
19.678, 244, 208, 62, 175, 60, 0,
19.711, 240, 204, 34, 150, 60, 0,
19.711, 238, 203, 20, 143, 60, 0,
19.711, 238, 200, 20, 125, 60, 0,
19.711, 238, 202, 20, 137, 60, 0,
19.711, 236, 206, 6, 162, 60, 0,
19.711, 234, 210, 0, 187, 60, 0,
19.745, 233, 209, 0, 181, 60, 0,
19.745, 233, 207, 0, 168, 60, 0,
19.745, 228, 198, 0, 112, 60, 0,
19.745, 254, 213, 131, 206, 60, 0,
19.745, 253, 195, 124, 93, 0, 60,
19.745, 198, 156, 0, 0, 0, 60,
19.745, 197, 155, 0, 0, 0, 60,
19.778, 203, 162, 0, 0, 0, 60,
19.778, 211, 168, 0, 0, 0, 60,
19.778, 218, 175, 0, 0, 0, 60,
19.778, 213, 168, 0, 0, 30, 30,
19.778, 211, 166, 0, 0, 30, 30,
