6,505
7,490
8,460
9,435
10,410
11,405
12,390
13,370
14,340
15,310
16,300
17,280
18,260
19,250
20,230
21,220
22,215
23,207
24,203
25,200
26,198
27,190
28,188
29,180
30,175
31,170
