5,550
6,540
7,522
8,500
9,465
10,435
11,410
12,370
13,350
14,335
15,305
16,290
17,275
18,250
19,240
20,228
21,215
22,202
23,194
24,185
25,180
26,172
27,169
28,162
29,157
30,150
31,145
32,140
